Title, Link, Keywords, Data
A year on  no FIRs against Meerut police for men killed in CAA protests  PIL languishes in Allahabad HC,https://news.google.com/articles/CAIiEIhzd1BsmVmN6Nk1YZjX5EgqGQgEKhAIACoHCAowm52QCzC9haQDMNvvtgY?hl=en-IN&gl=IN&ceid=IN%3Aen,senior shot officials citizen, 
Caught in the twilight zone between India and Pakistan  border villages struggle to survive,https://news.google.com/articles/CAIiEN8ogh9K2BIz3E43QB9iY1wqGQgEKhAIACoHCAowm52QCzC9haQDMNvvtgY?hl=en-IN&gl=IN&ceid=IN%3Aen,senior shot camp twice, 
In Model Town  a Nishad mother fights police repression for investigation in daughter's death,https://news.google.com/articles/CAIiEAZUhrXLd2VloYi9pmFj4E4qGQgEKhAIACoHCAowm52QCzC9haQDMNvvtgY?hl=en-IN&gl=IN&ceid=IN%3Aen,senior officials stood citizen, 
How RSS lay the groundwork for the “tsunami” that BJP is expecting in West Bengal,https://news.google.com/articles/CAIiEA3zH0ihGG-bZvF1yz4pSPMqGQgEKhAIACoHCAowm52QCzC9haQDMNvvtgY?hl=en-IN&gl=IN&ceid=IN%3Aen,senior officials stood citizen, 
Scania bus row: Nitin Gadkari's denial was an outright lie,https://news.google.com/articles/CAIiEOZIUkzYsFKYaGmYRjETZioqGQgEKhAIACoHCAowm52QCzC9haQDMNvvtgY?hl=en-IN&gl=IN&ceid=IN%3Aen,senior stood gets getting, 
Three eyewitnesses accuse Delhi Police official of murder during Delhi violence,https://news.google.com/articles/CAIiEEtVv072cjSW1nHvDFX_wrUqGQgEKhAIACoHCAowm52QCzC9haQDMNvvtgY?hl=en-IN&gl=IN&ceid=IN%3Aen,shot officials stood twice, 
Delhi Police buried complaints accusing BJP leaders in February violence,https://news.google.com/articles/CAIiENShAquZIt5ldp5Tun2foVwqGQgEKhAIACoHCAowm52QCzC9haQDMNvvtgY?hl=en-IN&gl=IN&ceid=IN%3Aen,shot officials stood citizen, 
Muthanga case: KK Surendran’s 17-year battle for legal recognition of illegal custody  torture,https://news.google.com/articles/CAIiEMGbd47KQ_ZSv0JQwAoVYjoqGQgEKhAIACoHCAowm52QCzC9haQDMNvvtgY?hl=en-IN&gl=IN&ceid=IN%3Aen,shot officials stood medical, 
Hostility between states amid the COVID-19 pandemic hits trade  spurs food inflation fears,https://news.google.com/articles/CAIiEOkV9dNtqYaBVJqFYVODH4gqGQgEKhAIACoHCAowm52QCzC9haQDMNvvtgY?hl=en-IN&gl=IN&ceid=IN%3Aen,shot camp officials covid19, 
WTO dithers on TRIPS waiver as COVID-19 vaccine gaps grow,https://news.google.com/articles/CAIiEJcGLTYL7w5rkLUb70442_8qGQgEKhAIACoHCAowm52QCzC9haQDMNvvtgY?hl=en-IN&gl=IN&ceid=IN%3Aen,dose vaccine health covid19, 
